Medical Code,Procedure Name,Cost
62240,,3422.84
2712S,,4638.88
7295Z,,436.68
2406B,,99.58
98731,,285.76
97370,,217.54
95182,,168.74
7366R,,128.89
6144R,,421.86
9842I,,81.13
23142,,237.96
4196G,,218.56
71269,,452.92
78323,,99.47
1198I,,7355.38
3537T,,270.26
5559H,,1305.01
1946B,,211.24
2259D,,7633.01
9069F,,3309.52
83613,,193.32
3051G,,110.3
40175,,414.86
71481,,294.85
8650R,,3387.54
31429,,67.21
7176Z,,9654
2416H,,756.59
69273,,5404.52
36560,,496.35
60654,,369.38
5671H,,479.99
2401U,,147.48
8831G,,5295.97
1841K,,66.1
1748F,,278.89
51225,,343.96
5250X,,84.07
64995,,238.36
1303L,,370.79
19613,,352.49
97835,,2710.8
9622D,,115.67
1896R,,8451.19
6523F,,122.17
26594,,63.82
17774,,394.71
20778,,2243.02
33820,,440.58
5857E,,337.54
4845C,,317.85
6200I,,456.83
6708J,,155.74
57082,,359.08
54220,,79.45
29902,,202.71
2552F,,3562.54
5040G,,4868.42
1935W,,402.9
14394,,5917.53
42130,,328.31
1308W,,414.13
1056Z,,214.81
2094L,,282.35
8981D,,61.18
36883,,112.41
1312N,,371.5
8674Y,,8366.6
7952B,,7099.63
5912V,,5493.28
6375X,,284.78
3412A,,410.36
8404G,,5929.87
4931I,,169.34
30963,,227.95
7396O,,402.38
89166,,178.85
32551,,257.97
6131X,,1490.92
9091X,,185.05
34075,,314.31
7855P,,410.14
92665,,6080.3
7732E,,6791.62
2209H,,292.39
51071,,67.5
64709,,499.22
7701Z,,485.98
42388,,5092.32
4828O,,422.89
70798,,329.86
1715A,,441.04
11241,,270.97
2651R,,74.89
1452A,,1608.51
5817Q,,130.46
69149,,374.97
67979,,491.96
39419,,8206.44
32610,,437.85
41173,,3514.53
5533O,,8884.32
11858,,296.59
9863D,,86.95
56507,,183.91
50496,,2911.07
3408U,,181.32
6015Q,,141.79
4304D,,9069.01
52417,,6525.33
7466C,,73.04
6209A,,9529.04
4068B,,208.8
3726A,,196.17
9961I,,476.97
55147,,243.28
8759P,,298.58
6102K,,339.67
8742H,,190.11
3632K,,58.62
9334M,,416.83
9225B,,1337.95
30074,,485.07
34174,,440.33
9033W,,136.39
1151A,,334.02
8902K,,217.23
40985,,363.89
4365I,,9090.77
6835U,,368.22
56448,,7590.74
37564,,468.67
2940D,,237.34
65733,,2820.07
88409,,1349.95
8866P,,1137.89
12592,,462.07
8811Z,,219.48
79916,,269.02
88886,,490.74
1611A,,182.78
8294T,,334.03
45112,,262.57
40000,,250.9
3126D,,240.2
88811,,7279
8485W,,152.06
56700,,108.1
82370,,154.55
56538,,396.31
1300W,,246.3
9901Y,,127.39
60946,,434.42
5001Y,,298.89
9790R,,352.84
25684,,148.84
90524,,98.1
20076,,185.15
8742Z,,75.21
5587S,,256.02
7880H,,473.34
9237B,,2722.65
3872V,,143.62
55067,,75.74
77302,,457.35
6601I,,596.62
1041B,,140.84
63621,,293.49
2774J,,238.57
7880M,,81.61
68695,,2797.06
34987,,5168.14
6384E,,7281.4
2097W,,281.27
6456D,,276.35
7726X,,451.11
6769S,,211.32
94622,,71.73
60677,,413.93
8121W,,191.77
5422G,,9176.33
67543,,4589.28
10798,,63.01
1411P,,6447.27
8896C,,264.72
64549,,228.36
8843Q,,5831.09
45290,,153.68
9359A,,145.76
82148,,250.07
6980Q,,328.16
1646F,,8854.53
2043C,,259.27
6192P,,98.72
7603C,,925.59
88581,,327.8
8383A,,93.7
32248,,371.59
7962S,,155.63
51658,,6721.8
7335Q,,386.94
4584M,,417.59
8404Y,,230
40518,,116.83
4781M,,298.13
44042,,172.88
77403,,468.33
22578,,260.37
24727,,382
99361,,479.94
6172M,,1132.22
21605,,143.55
18456,,7851.44
6112N,,437.91
9886Y,,409.42
7998S,,435.34
51987,,127.91
47654,,4114.51
7527O,,3963.14
65866,,407.09
71091,,385.3
60292,,289.96
4320T,,91.79
1293A,,71.37
6854K,,166.2
3688D,,256.98
30682,,2705.92
41818,,224.64
3519X,,9438.03
36698,,7811.72
8849D,,142.49
4284R,,233.04
26490,,491.26
5902Y,,174.56
90578,,406.08
2087R,,142.81
34647,,297.1
1238E,,439.87
77938,,241.32
1218N,,9950.77
14150,,402.7
4481F,,57.8
9126M,,115.06
31374,,253.49
4839S,,306.11
10632,,477.91
41671,,368.97
9298W,,3733.07
4131C,,62.36
71750,,135.95
6353N,,458.11
2945X,,386.13
61109,,332.87
6362W,,392.86
80273,,186.56
27293,,1585.61
82741,,436.94
44228,,163.39
9103C,,411.64
88241,,97.48
7267P,,5712.55
8983B,,130.05
8397G,,410.35
70464,,87.82
9983X,,6443.64
13362,,478.41
1101Z,,52.7
25836,,5574.49
4054W,,5101.98
2816J,,173.07
57166,,4835.26
8203V,,178.88
7108O,,110.48
77520,,7479.31
9578Q,,84.99
9062P,,2805.14
44140,,5862.24
93517,,407.12
1410Y,,88.2
3073D,,109.14
2741B,,144.35
17476,,451.94
68465,,240.17
7905R,,497.18
21448,,4359.65
5508N,,296.66
1377X,,491.01
6796U,,168.11
86392,,9294.16
4221T,,2465.82
1840D,,328.67
9414O,,417.74
46384,,219.33
8106D,,272.66
97877,,5775.49
5598E,,111.83
6700I,,394.65
66408,,263.16
1737U,,9743.63
4295V,,272.91
1741C,,483.8
9919S,,8374.59
1472B,,469.28
1459K,,3996.08
1047J,,6479.42
8074P,,57.63
58268,,183.51
83060,,393.11
79741,,436.64
72629,,3876.05
54544,,121.87
3949F,,103.87
9659W,,381.68
1666S,,240.07
91866,,124.7
26262,,1639.13
40091,,4789.41
3464E,,496.78
96189,,9781.67
74580,,9413.26
7849H,,5188.84
32252,,242.63
5986X,,250.37
56459,,164.7
8671S,,325.28
17602,,1158.79
9021U,,2673.88
4869M,,252.7
6660O,,451.14
84145,,9881.98
1840V,,311.14
59935,,173.39
1392M,,9249.84
86313,,274.35
32497,,420.3
8521K,,4577.87
17015,,295.69
43105,,6828.25
8206U,,385.65
7694T,,154.91
9412W,,315.59
12764,,297.05
75255,,127.52
8402Y,,3477.61
5338Z,,170.45
53190,,128.56
70667,,4270.55
74265,,316.22
2382N,,140.07
49574,,172.49
78995,,1809.87
6550I,,247.24
63591,,219.14
4772G,,152.4
4451K,,147.19
5954N,,4134.83
8651T,,330.25
6907T,,200.18
1284W,,6025.89
1386F,,262.38
43436,,1220.97
5400B,,349.49
8641S,,429.86
65145,,383.76
87721,,263.8
19257,,227.61
3263C,,368.91
40215,,240.12
3104V,,4313.4
89883,,292.75
53654,,492.96
8400O,,247.79
90613,,150.28
44137,,383.93
19840,,58.99
6336K,,230.22
56834,,167.91
7954B,,5700.95
9090T,,7257.19
8941Z,,457.39
7528S,,82.63
3669Y,,213.32
38858,,60.51
5226N,,327.15
54059,,420.22
4062F,,262.92
5561Z,,499.56
1856T,,5235.72
97709,,551.09
7286Q,,225.26
52492,,105
1524T,,177.34
38477,,3842.11
7618V,,9568.82
4148G,,415.56
83332,,3348.27
47536,,7550.7
46194,,103.01
33145,,104.18
6062D,,143.84
6580T,,129.4
66833,,252.6
7900U,,148.89
6634Y,,321.67
9600F,,278.9
52844,,203.44
69535,,75.97
25254,,486.59
2484Y,,134.78
1628S,,6740
1834L,,8282.6
3638T,,443.2
4055U,,80.08
9085F,,5001.11
54050,,9283.88
5921X,,403.18
89111,,3665.76
50307,,6778.13
1881I,,1535.83
7228S,,2316.25
61211,,1954.43
70991,,2367.29
1988W,,8627.5
79260,,3615.96
44600,,92.23
1813M,,2868.85
2778T,,308.4
54602,,75.77
22953,,7635.48
90390,,466.88
2081G,,252.33
66584,,223.42
2957D,,464.2
20253,,468.61
8284D,,164.76
8127L,,310.31
82211,,263.19
25117,,282.63
1940W,,429.59
84343,,375.51
5113H,,276.61
57773,,57.59
73003,,6879.28
59687,,399.86
3651P,,379.85
4052H,,238.62
36557,,305.5
49614,,447.51
3303I,,124.99
37882,,475.62
5610B,,166.47
8716A,,415.83
9611J,,5752.11
7688E,,102.28
5576G,,242.65
5145L,,3547.76
2276E,,401.87
99324,,429.69
94519,,358.71
2672C,,7796.93
3681E,,249.71
1820P,,5470.97
2597Q,,123.11
17061,,313.55
94730,,438.15
3561V,,116.48
7079M,,1956.59
9411F,,278.05
8507U,,207.17
5871H,,200.82
5035W,,228.32
58922,,141.17
2749J,,449.47
20389,,389.88
84634,,442.13
74181,,63.32
84078,,474.79
26693,,1255.37
91721,,7887.48
3132L,,5392.99
44672,,7019.54
69431,,4538.3
5904J,,3292.47
7441X,,94.49
5782T,,4861.96
38972,,106.21
39003,,6848.09
7382S,,8766.5
5668K,,190.79
18015,,7463.32
52944,,332.35
4963I,,156.21
8051C,,1175.04
16340,,5433.39
81335,,269.62
65944,,6418.15
62116,,224.74
2622V,,160.25
3334R,,132.75
67231,,9579.56
8362S,,109.76
92533,,2940.13
8178M,,7007.88
46598,,308.09
55403,,172.34
4528Z,,94.92
6583S,,155.8
8176O,,150.63
2382P,,172.54
87376,,499.65
14704,,4660.92
4623P,,499.58
36253,,3113.61
3191Y,,295.33
9722Q,,7256.57
80706,,275.74
16660,,94.27
72478,,74.5
3764B,,415.5
28090,,481.63
5549N,,296.69
5979V,,1808.92
85288,,112.74
4828V,,386.43
3924Y,,422.58
51804,,239.78
5162L,,327.33
2346Q,,1544.94
86796,,1081.76
8428Q,,253.06
4049Q,,1532.2
81157,,114.47
7998E,,405.22
9414P,,3826.31
6185C,,9339.67
8278Q,,319.74
29557,,462.87
53596,,248.12
34199,,1955.12
58594,,373.29
7578K,,344.95
50726,,6637.52
74799,,434.81
91501,,477.9
43601,,2026.58
14898,,54.03
9673X,,6713.04
5082C,,2169.49
9326O,,8493.8
42515,,4661.23
4915Y,,3532.46
5414T,,353.04
53043,,3409.33
39774,,5145.65
4509K,,326.91
68522,,2204.17
71183,,6475.6
32982,,132.84
20405,,8963.39
2528J,,344.43
9815F,,3467.85
6919U,,4659.24
4591N,,65.5
9133E,,109.56
55752,,413.27
64492,,477.68
7123Z,,89.32
22615,,427.13
35202,,6238.78
8643B,,205.95
91448,,7461.34
94632,,418.2
5338X,,396.9
59091,,370.19
66057,,152.36
3842X,,401.73
45317,,7286.66
28777,,75.84
8111B,,370.32
4293W,,398.19
19673,,411.16
4421R,,9276.48
8396K,,195.52
3578L,,2805.87
5565W,,215.07
4213R,,281.73
3411Y,,430.5
9798V,,3499.68
9129G,,305.31
98399,,323.39
4314D,,428.02
71528,,382.9
7041X,,51.68
6642R,,7706.82
21050,,152.29
5935Q,,5112.82
3047H,,4165.3
7340R,,378.12
16596,,181.83
86349,,416.74
14200,,4892.16
1803Y,,163.78
11684,,8610
5833H,,472.09
8876E,,63.89
5031F,,134.68
9932U,,312.32
67536,,412.54
3675H,,391.53
7886K,,440.53
66483,,6810.35
41415,,393.14
95375,,289.46
9632N,,437.95
65971,,150.41
8856N,,6033
9244J,,239.01
3901W,,420.87
2471W,,298.1
4706X,,343.19
41813,,140.82
4710C,,335.53
9619T,,369.44
4181W,,251.3
27813,,238.12
13881,,287.52
40381,,4699.28
1101H,,5170.13
4687Z,,7336.45
78605,,360.62
8517V,,432.18
1035U,,127.05
72987,,4557.28
8333W,,52.8
15494,,402.23
62313,,258.37
2943C,,327.85
50434,,399.38
5343U,,346.45
1894C,,288.68
9109X,,107.26
4915Q,,168.16
4274F,,351.12
66035,,268.6
68905,,7723.61
82012,,292.97
22691,,82.31
3292I,,374.44
43351,,214.18
2920E,,6929.81
3918D,,226.92
5739F,,1333.88
6792A,,166.7
92101,,6337.48
2539K,,92.73
45446,,298.02
7722T,,155.42
38064,,286.89
77216,,416.75
77153,,372.28
54116,,97.56
52770,,6847.05
30511,,367.29
42707,,257.99
97720,,1584.93
3145U,,458.44
1647F,,199.52
6374O,,431.62
2977E,,365.36
7713E,,8751.37
7197T,,105.53
7347L,,9271.2
7084J,,208.67
2131M,,8161.83
62218,,1838.44
9051M,,271.33
71370,,5373.64
78663,,142.16
42889,,273.17
23562,,118.65
47252,,126.14
13779,,285.55
3898Y,,209.14
6251V,,85.77
56847,,408.82
3102L,,326
5296X,,1572.97
25391,,74.67
9445U,,339.5
4901S,,127.38
31191,,458.6
5549Q,,134.94
38623,,443.33
2015E,,4530.07
2093Z,,475.79
3723D,,380.46
22196,,283.96
58618,,2898.83
1902T,,9592.79
57450,,309.82
9675R,,289.19
9653B,,176.03
93879,,134.54
4496J,,345.95
43863,,5456.29
4178J,,324.17
5304B,,5096.19
51031,,469.01
4412Z,,411.86
5741T,,3324.49
91312,,256.4
53555,,289.61
32976,,186.74
2858M,,407.82
38264,,156.96
2233N,,5060.43
3531W,,402.44
2794U,,331.16
1880I,,180.51
3324B,,169.65
53734,,115.06
5902M,,332.07
33177,,268.95
92387,,4301.47
68279,,4669.25
56134,,264.11
71933,,66.56
5353L,,168.47
98838,,72.34
3355R,,405.97
5872O,,395.12
9532W,,264.19
8884P,,4459.23
5863V,,315.23
5386X,,322.35
7395J,,8400.3
9127L,,8629.4
86446,,81.6
30206,,8812.27
70689,,286.5
3928M,,410.07
98505,,441.93
47436,,279.57
33342,,109
90067,,402.18
7048W,,192.07
3936G,,2463.7
10379,,349.62
9561Y,,63.84
1428J,,325.97
66283,,67.59
3460N,,1471.18
8139I,,77.03
4213W,,245.66
27426,,320.66
9772B,,7044.89
2906K,,2859.14
9175N,,4849.94
4714X,,5353.42
9034F,,426.14
42582,,244.8
5840J,,6757.42
62918,,203.38
9943A,,59.37
2597R,,337.82
6014N,,4438.42
3375O,,65.48
2697L,,7769.58
2378G,,471.14
66636,,152.97
7390M,,342.88
26861,,6797.09
77086,,335.36
4554M,,9696.49
4554U,,419.15
79080,,233.06
7992Q,,4648.71
7939R,,219.56
3529U,,1255.66
6298J,,287.05
21181,,73.15
71478,,481.63
9921M,,9583.1
3762Z,,95.18
3865B,,368.48
8975L,,2993.57
3912B,,274.12
40888,,99.92
7884J,,9545.79
9690S,,283.14
99645,,88.55
6190B,,268.32
9610L,,107.94
3451H,,59.06
63240,,249.19
9402F,,472.43
6278I,,174.05
7421X,,96.01
2251F,,374.89
16427,,4339.71
9100I,,306.94
75598,,257.89
9346X,,153.31
42569,,195.71
3627A,,2317.85
7987G,,394.34
1534R,,2338.26
9741E,,404.89
36164,,474.71
6573F,,489.23
2540N,,459.75
1357N,,835.34
23657,,123.61
5366S,,419.61
6043T,,403.41
4913F,,4040.18
7587E,,285.38
75425,,206.48
97311,,414.65
39833,,400.58
21997,,266.02
90508,,408.15
56071,,493.78
42967,,191.74
73443,,2721.73
46813,,3522.97
4952G,,350.78
3679G,,204.1
10681,,253.08
8316V,,142.97
92537,,466.63
3894O,,444.37
15451,,415.29
54147,,81.27
9832C,,7336.87
2998J,,363.37
3588M,,7757.69
3578F,,291.85
7129J,,243.16
17406,,166.73
5892T,,431.92
34398,,210.67
2051T,,272.07
63285,,213
60268,,57.69
1313U,,66.55
9438W,,213.8
50274,,463.86
9289P,,151.66
82867,,322.01
7805A,,5875.71
9083X,,144.12
1031S,,285.28
10215,,244
7136I,,121.32
74332,,309.01
63288,,1802.95
7928X,,420.59
4551Y,,367.07
9447S,,3627.75
2668U,,2515.36
73853,,388.49
7325W,,393.28
36805,,352.46
15930,,6335.65
56649,,412.89
5380E,,393.72
51513,,3396.66
32222,,68.15
62452,,5658.33
9335F,,376.88
3189S,,134.28
8202L,,473.83
40699,,473.37
5382Y,,203.82
2152F,,188.55
22225,,135.98
23596,,259.1
76484,,218.26
88514,,9903.29
6381C,,365.05
4525V,,308.12
81722,,3857.02
58542,,875.67
59723,,153.13
5002E,,95.22
20982,,2895.84
82547,,261.16
8925G,,251.17
29685,,454.63
2048P,,360.63
51894,,185.88
1002W,,257.98
4703T,,450.19
3871Z,,9156.78
42638,,419.61
24893,,293.58
1047Q,,179.72
1187Y,,195.08
5678K,,177
9090M,,356.65
21394,,152.17
2501J,,266.5
30420,,8460.68
79230,,292.54
47078,,180.24
75363,,2862.38
8300Q,,321.63
8685D,,329.14
31706,,287.89
5586V,,159.15
85247,,3204.88
83064,,137.14
86720,,187.61
7308Y,,9894.25
33346,,247.93
55457,,475.31
99886,,5086.66
4043Z,,437.27
80470,,273.77
4518X,,491.43
76439,,5636.23
8469P,,386.41
3430X,,224.41
8825P,,467.37
79315,,132.4
71201,,187.01
30114,,402.03
33973,,341.48
90439,,66.01
3995H,,203.8
2542J,,322.6
4412C,,362.27
3645H,,152.38
28998,,234.9
62340,,188.47
3068X,,140.02
34823,,167.87
32877,,236.44
75471,,4929.97
7379U,,3258.79
2352J,,8593.72
6292S,,116.44
88457,,382.48
60609,,317.46
66964,,315.82
94831,,4024.88
59377,,236.65
84381,,364.79
2038W,,380.84
4385F,,290.19
2344N,,494.65
76024,,447.09
83471,,370.13
5826J,,468.82
61045,,208.63
1532C,,421.56
66296,,499.11
16009,,308.67
6091E,,422.47
1248N,,7404.49
7474A,,469.74
53577,,276.68
6209I,,5816.96
7608Q,,484.41
94447,,73.52
4395K,,7899.41
1386A,,356.15
8580U,,450.81
50316,,198.67
1010T,,180.89
86488,,354.7
43370,,307.81
9937E,,7155.4
6037Z,,252.63
21683,,78.84
6809V,,3366.22
3914U,,415.73
30183,,243.9
1725O,,257.27
3831Z,,445.35
97522,,203.42
92172,,361.73
35110,,4182.28
30900,,584.09
9202D,,2387.15
9269V,,470.88
24879,,461.81
6411O,,3368.67
7417N,,498.55
7145M,,258.65
8205C,,53.06
35954,,6745.23
64600,,435.6
5682F,,71.05
3797P,,2803.31
3266N,,182.73
58602,,383.41
3182K,,3323.14
3327I,,6476.74
86855,,471.86
73660,,359.95
3286E,,8822.89
53228,,449.12
3000A,,295.4
26988,,115.46
33608,,397.24
85740,,401.72
3150S,,88.2
4144V,,6515.99
77608,,265.79
51631,,2467.84
2445F,,6180.46
4047W,,314.31
7426E,,476.22
70104,,149.5
9076B,,56.06
1328L,,1869.1
9426V,,268.34
5780K,,3844.62
62125,,406.45
4462U,,102.07
4716N,,6337.05
41756,,321.22
2186Y,,4886.26
93339,,171.39
74700,,210.64
45272,,499.87
2154S,,7613.91
2597X,,443.07
58400,,345.22
9247D,,193.27
79144,,4708.24
84985,,416.3
2014P,,252.41
80117,,335.92
6754C,,228.09
9290G,,413.74
22345,,385.86
31406,,199.51
60691,,9855.22
8813J,,118.76
6880D,,7442.18
72613,,443.9
4581Z,,1635.35
8742R,,164.98
97219,,3753.73
12134,,189.95
46366,,287.92
7380V,,441.61
8591P,,9070.7
3993Y,,493.52
7359C,,258.3
1268L,,92.64
4046F,,5129.13
2096T,,419.38
5212W,,271.18
4889A,,274.49
9432V,,321.63
47565,,176.71
9439R,,1603.98
5080A,,154.03
6467F,,118.05
8523W,,1536.88
2461O,,3198.53
5158R,,342.91
6532R,,142.89
7517U,,237.58
10989,,179.39
41802,,9793.24
3194I,,6775.57
1182R,,6296.22
84055,,185.79
1520A,,1217.5
50797,,1497.04
7466T,,338.15
45039,,141
34315,,243.39
3692M,,197.84
6471Y,,375.53
3362Q,,53.35
6329B,,882.4
41400,,383.37
8279D,,419.85
1372A,,8420.64
47637,,162.67
17589,,457.4
53051,,177.68
78105,,254.42
3570B,,135.95
3074Z,,212.31
30545,,163.7
22521,,8357.54
8921A,,347.2
7505E,,84.25
33249,,490.17
97891,,438.05
31539,,349.51
10236,,59.71
1742F,,103.98
78750,,307.12
13867,,352.04
79273,,9554.94
8514Q,,373.25
16152,,430.85
91773,,458.78
4280Z,,493.67
3979S,,142.96
7065B,,5724.29
3089Z,,170.72
8580O,,3708.43
18809,,233.57
6243C,,293.49
9127E,,6820.55
1393E,,392.84
7499D,,249.2
9976O,,391.96
93994,,336.43
2565B,,5419.43
5964A,,396.35
8046E,,85.86
9328D,,416.25
94910,,9663.35
59939,,115.93
8011X,,455.44
77583,,322.18
7155N,,202.71
4087J,,279.86
5274V,,210.7
7411Q,,211.2
7716P,,197.52
7655K,,405.16
52055,,492.45
34515,,3000.87
1841F,,8065.53
9177A,,124.78
5930P,,238.2
42984,,409.12
39097,,8733.2
23956,,412.97
8431O,,471.69
87543,,7505.95
73112,,3419.09
68191,,411.71
5627Y,,149.52
44581,,465.69
9651P,,4879.94
2273N,,187.35
9981V,,457.82
29488,,8430.75
1678G,,2179.73
75260,,8667.42
9465Z,,9672.03
9813M,,207.87
74507,,383.91
72448,,427.93
3818V,,9861.27
8158G,,187.97
49224,,410.11
3271K,,395.27
3592M,,484.93
9636A,,123.37
7496J,,1981.65
66238,,2046.69
62165,,299.43
29712,,8245.95
4870Z,,4816.16
86369,,132.58
6087U,,929.62
50953,,305.74
2048W,,5574.29
17013,,367.11
26651,,6158.65
4583N,,95.52
6306R,,304.59
43245,,306.12
72654,,402.09
7512Z,,368.41
36112,,3887.57
8989P,,5906.63
75258,,347.94
2264H,,233.51
99945,,69.76
8658C,,111.62
5432O,,490.06
20001,,273.82
41334,,424.31
3199T,,9940.6
78891,,9743.25
9506C,,211.73
5325C,,152.42
40294,,303.13
87620,,123.85
4266K,,1716.52
80226,,318.36
4111M,,9343.89
9777J,,494.78
3472E,,443.63
3673N,,382.72
6048Y,,423.45
2980B,,443.82
8288H,,549.81
6045K,,237.85
2428E,,198.33
39696,,106.32
5595B,,368.49
24946,,95.54
53379,,158.92
5640Z,,212.71
17939,,4534.34
4930Q,,136.48
88214,,441.8
3623W,,240.82
3871B,,391.81
2283M,,263.82
15364,,326
93271,,210.12
6243M,,4360.07
8454T,,1031.49
2907B,,291.92
1352G,,172.62
37220,,98.85
58696,,399.59
2826G,,298.77
35693,,9104.66
87873,,355.41
74415,,157.5
88967,,3823
14319,,476.96
93584,,108.65
70503,,247.15
61396,,467.57
85298,,444.53
74821,,66.84
15897,,451.73
1586M,,225.22
4684S,,6974.99
52534,,324.45
61851,,8228.94
36654,,59.8
54671,,493.35
1438O,,322.91
5753O,,440.38
7804I,,290.44
29387,,218.7
3313W,,258.35
50256,,319.88
21088,,237.02
59775,,134.45
7535X,,6863.98
9554H,,220.09
87646,,5044.05
7953A,,249.63
89480,,1367.1
7913E,,492.48
5178Z,,416.09
80753,,4671.7
7452W,,410.13
3735Z,,332.36
9660F,,1759.81
52971,,5715.3
3725F,,347.65
8573A,,111.59
49914,,197.96
48320,,72.41
89536,,154.42
35662,,179.09
9654D,,253.71
30107,,3854.93
95646,,205.36
9961V,,56.94
8184L,,90.22
49862,,8520.16
24911,,464.17
8133N,,312.82
6208X,,285.32
6450M,,373.49
17940,,496.62
8124F,,362.01
8816V,,99.81
8656G,,301.79
4170Q,,445.43
6302K,,152.56
88039,,331.49
7541K,,748.13
53476,,100.87
7796D,,142.39
6165O,,105.7
7799Q,,93.46
16212,,480.36
3061U,,200.32
21418,,81.45
1433A,,204.54
9370A,,198.8
3385Q,,445.57
9333H,,1589.4
9357S,,214.55
8306X,,118.61
9298F,,1258.03
6521S,,418.58
61236,,2746.96
6685F,,174.63
8454U,,73.77
57411,,6451.97
77950,,71.14
17969,,187.9
29471,,491.36
8173K,,69.8
6348U,,268.67
77686,,404.78
34939,,7492.33
1880W,,497.91
7777O,,398.7
6126V,,402.28
36681,,192.9
6915K,,494.07
12380,,198.75
7248H,,212.19
74203,,9600.45
72670,,317.54
7586Z,,50.31
81150,,487.29
78556,,366.21
47861,,268.65
5715X,,443.52
77429,,368.11
13290,,413.64
9635N,,3074.28
9560K,,161.72
2323X,,2386.19
22760,,196.04
50174,,50.5
18786,,54.15
55357,,5473.58
6197V,,1363.29
85643,,374.21
52183,,572.33
2568T,,409.62
91142,,489.95
8939S,,3004.79
35506,,439.45
6611X,,263.42
79575,,138.69
95145,,385.94
2819A,,268.02
34521,,83.77
89841,,367.98
6854I,,331.56
2428A,,123.8
14812,,157.99
23311,,8927.15
18019,,122
11049,,404.83
5290K,,441.79
16051,,137.79
7170A,,210.62
56203,,2977.48
74817,,303.5
8120Z,,399.92
4645W,,3078.24
7379I,,231.94
49850,,180.16
30195,,468.42
5081O,,159.6
2307V,,196.9
3374B,,115.82
86878,,291.71
1708Z,,196.59
75875,,405.54
91918,,3609.23
8022J,,435.72
63839,,276.53
35226,,459.66
8111A,,1239.46
41181,,7264.13
4487A,,1712.71
92814,,93.28
8885H,,1175.59
4176U,,63.07
35489,,551.93
9831G,,309.33
5417E,,106.2
9678U,,7583.48
28912,,367.88
25786,,4185.96
65659,,457.03
6983G,,482.64
9340A,,485.83
4080K,,158.01
30146,,132.37
29831,,7240.63
85382,,53.22
5947E,,149.56
96648,,93.03
95817,,474.95
3729A,,407.99
16960,,331.61
32388,,155.47
3802B,,445.7
1229L,,6528.29
1048P,,7507.27
73114,,187.55
8635B,,415.33
2547K,,422.64
1051R,,487.52
7522U,,7030.23
93091,,86.72
91026,,496.67
55902,,360.42
5225L,,6987.41
78832,,147.86
3641A,,234.85
6279L,,389.21
6571R,,132.72
33255,,189.72
9309Y,,4878.99
9422U,,77.78
8608P,,495.63
17982,,119.68
3238M,,178.28
34108,,337.25
39565,,374.07
8650L,,101.22
6969T,,365.27
5979O,,4007.96
3498B,,492.17
6321Y,,457.04
29933,,437.73
1362F,,3002.31
1543G,,84.55
49101,,437.87
4640O,,118.2
7764Q,,118.87
4052R,,216.91
10698,,340.56
81142,,360.49
35632,,315.66
4880B,,95.02
2811K,,162.41
82374,,478.61
64038,,382.56
68937,,221.92
5815N,,443.82
3925B,,445.17
91226,,8844.51
4962D,,453.51
90221,,396.1
9580W,,55.88
1566I,,275.51
50433,,234.27
6708L,,419.87
4997B,,411.85
3340R,,217.36
3933R,,241.64
64626,,190.06
4856L,,118.54
44957,,476.11
2705A,,453.12
13481,,419.33
5607D,,274.83
7102Q,,83.47
68140,,8071.74
3218Q,,489.95
9305W,,122.62
78745,,461.46
8040C,,157.89
6911J,,144.69
5853M,,194.57
9775F,,261.34
12109,,341.71
9613A,,454.01
50294,,468.85
9983K,,149.28
5078J,,8011.3
78734,,7216.11
7036K,,201.4
55083,,5511.75
62345,,483.96
96782,,102.47
22944,,53.55
6666N,,1583.81
10889,,5094.6
6968V,,443.55
4053B,,2266.52
6198A,,254.18
5574X,,74.9
70358,,407.52
7776A,,499.74
8816O,,134.12
3265I,,9755.72
8403L,,421.52
3118V,,9609.96
65086,,2883.27
72488,,382.56
86367,,201.36
7632L,,232.27
35566,,472.05
85525,,241.92
29082,,4145.89
99572,,347.65
83394,,67.85
5780W,,90.8
34613,,441.09
28634,,153.86
9603L,,8900.76
2124X,,6870.41
2755Y,,80.57
9429Y,,8145.83
24845,,91
3112C,,227.13
4604N,,469.36
9264W,,476.81
2899Z,,5837.84
2113C,,6413.92
8218Y,,2105.93
6656X,,9089.1
26143,,165.05
28419,,429.69
4184F,,131.93
61788,,202.05
55736,,67.91
51837,,443.31
6298Q,,8269.99
66123,,539.05
9899H,,76.72
6320Y,,1958.65
6275H,,399.44
91934,,410.9
4125Q,,405.12
94843,,268.27
76384,,166.59
40907,,403.75
52083,,491.83
1433U,,7181.18
84131,,7887.94
4641H,,454.31
3088E,,488.71
1902W,,1993.77
24028,,454.47
9598U,,4428.77
85047,,163.78
8830L,,9920.78
4870N,,357.18
93356,,154.04
21524,,6163.54
9540D,,350.94
9133T,,422.98
78283,,463.36
21000,,184.07
17308,,93.75
72552,,5330.45
66695,,4199.68
50454,,3677.97
9956R,,150.96
15533,,462.09
99767,,66.97
8764J,,112.74
29141,,314.94
7532B,,386.58
81735,,254.91
80963,,466.26
13413,,1048.49
7455X,,135.39
9746B,,315.63
63519,,108.54
16775,,177.39
69237,,474.13
13692,,88.95
7602J,,383.76
5610H,,224.08
66655,,310.61
80899,,214.19
1450H,,149.19
8132E,,4841.07
1117G,,353.78
55517,,260.95
7671R,,371.13
3894L,,121.79
11250,,7177.05
7631H,,3922.83
6342T,,8010.26
